,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
2503,Ford Endeavour,2019,2801001,6361107.0,20000,Diesel,Individual,Automatic,1
2504,Chevrolet Spark,2013,-158999,1921107.0,10000,Petrol,Individual,Manual,1
2505,Honda WR-V,2018,301001,2611107.0,30000,Diesel,Individual,Manual,1
2506,Hyundai Accent,2010,-253999,1778607.0,110000,Petrol,Individual,Manual,2
2507,Maruti Ertiga,2014,136001,2363607.0,80000,Diesel,Individual,Manual,2
2508,Mahindra KUV,2016,21001,2191107.0,21000,Petrol,Individual,Manual,1
2509,Maruti Alto,2016,-48999,2086107.0,20000,Petrol,Individual,Manual,1
2510,Maruti Swift,2015,151001,2386107.0,32000,Diesel,Individual,Manual,1
2511,Mitsubishi Montero,2007,351001,2686107.0,180000,Diesel,Individual,Manual,1
2512,Tata Indica,2012,-200999,1858107.0,70000,Diesel,Individual,Manual,2
2513,Hyundai i20,2013,21001,2191107.0,50000,Diesel,Individual,Manual,1
2514,Hyundai i20,2013,21001,2191107.0,50000,Diesel,Individual,Manual,1
2515,Ford Endeavour,2004,-203999,1853607.0,120000,Diesel,Individual,Manual,1
2516,Hyundai EON,2012,-248999,1786107.0,55766,Petrol,Individual,Manual,2
2517,Nissan Micra,2011,-123999,1973607.0,40000,Petrol,Individual,Manual,2
2518,Maruti 800,2001,333999,1658607.0,60000,Petrol,Individual,Manual,3
2519,Maruti Swift,2008,-198999,1861107.0,50000,Petrol,Individual,Manual,1
2520,Maruti Swift,2010,-148999,1936107.0,110000,Diesel,Individual,Manual,2
2521,Renault Duster,2013,51001,2236107.0,1000,Diesel,Dealer,Manual,2
2522,Maruti Ignis,2018,191001,2446107.0,26350,Diesel,Dealer,Manual,1
2523,Maruti SX4,2012,-173999,1898607.0,110000,Petrol,Individual,Manual,2
2524,Tata Indigo,2015,-173999,1898607.0,68745,Diesel,Dealer,Manual,1
2525,Maruti Alto,2006,-233999,1808607.0,132000,Petrol,Individual,Manual,1
2526,Mahindra Bolero,2019,461001,2851107.0,35000,Diesel,Individual,Manual,1
2527,Mahindra XUV500,2016,501001,2911107.0,47000,Diesel,Individual,Manual,1
2528,Tata Indigo,2013,-216999,1834107.0,100000,Diesel,Individual,Manual,1
2529,Tata Indica,2010,-298999,1711107.0,80000,Diesel,Individual,Manual,1
2530,Hyundai Santro,2006,-298999,1711107.0,40000,Petrol,Individual,Manual,2
2531,Maruti Alto,2017,-23999,2123607.0,27289,Petrol,Dealer,Automatic,1
2532,Tata Tiago,2018,126001,2348607.0,10980,Petrol,Dealer,Automatic,1
2533,Hyundai EON,2016,-78999,2041107.0,24662,Petrol,Dealer,Manual,1
2534,Maruti Swift,2013,126001,2348607.0,37000,Diesel,Dealer,Manual,1
2535,Nissan Evalia,2014,251001,2536107.0,28245,Diesel,Dealer,Manual,1
2536,Hyundai Grand,2017,176001,2423607.0,27005,Diesel,Dealer,Manual,1
2537,Hyundai i10,2014,-43999,2093607.0,39227,Petrol,Dealer,Manual,1
2538,Mahindra KUV,2016,71001,2266107.0,31367,Diesel,Dealer,Manual,1
2539,Maruti Wagon,2008,-177999,1892607.0,35008,Petrol,Dealer,Manual,1
2540,Hyundai Santro,2009,-203999,1853607.0,27005,Petrol,Dealer,Manual,1
2541,Maruti Zen,2001,-313999,1688607.0,86000,Petrol,Individual,Manual,2
2542,Maruti Swift,2013,1001,2161107.0,50000,Diesel,Individual,Manual,1
2543,Maruti Baleno,2017,251001,2536107.0,20000,Diesel,Individual,Manual,1
2544,Hyundai i10,2010,1001,2161107.0,50000,Petrol,Individual,Manual,1
2545,Tata Manza,2012,-103999,2003607.0,80000,Diesel,Individual,Manual,2
2546,Maruti Omni,2006,338999,1651107.0,135000,CNG,Individual,Manual,3
2547,Maruti Zen,2003,288999,1726107.0,120000,Diesel,Individual,Manual,3
2548,Fiat Linea,2015,151001,2386107.0,113600,Diesel,Individual,Manual,1
2549,Hyundai Santro,2008,208999,1846107.0,70000,Petrol,Individual,Manual,3
2550,Ford Aspire,2018,463000,2854105.5,20000,Diesel,Dealer,Manual,1
2551,Ford Aspire,2018,383001,2734107.0,14000,Petrol,Dealer,Manual,1
2552,Ford Freestyle,2018,437001,2815107.0,26000,Diesel,Dealer,Manual,1
2553,Honda City,2016,297001,2605107.0,138925,Petrol,Dealer,Manual,1
2554,Honda Jazz,2016,197001,2455107.0,121764,Diesel,Dealer,Manual,1
2555,Honda Jazz,2016,213001,2479107.0,105429,Petrol,Dealer,Manual,1
2556,Maruti Alto,2015,-284000,1733605.5,35000,Petrol,Individual,Manual,1
2557,Tata Bolt,2017,-58999,2071107.0,60000,Diesel,Individual,Manual,1
2558,Maruti Swift,2020,151001,2386107.0,5000,Petrol,Individual,Manual,1
2559,Chevrolet Aveo,2008,284000,1733605.5,70000,Petrol,Individual,Manual,3
2560,Maruti Wagon,2000,-293999,1718607.0,80000,Petrol,Individual,Manual,1
2561,Maruti Vitara,2019,491001,2896107.0,20000,Diesel,Individual,Manual,1
2562,Tata Nexon,2019,316001,2633607.0,8000,Petrol,Individual,Manual,1
2563,Hyundai i20,2014,126001,2348607.0,54000,Petrol,Dealer,Manual,2
2564,Volkswagen Jetta,2012,336001,2663607.0,55300,Diesel,Dealer,Automatic,1
2565,Honda Amaze,2016,96001,2303607.0,11958,Petrol,Dealer,Manual,1
2566,Hyundai Creta,2017,626001,3098607.0,9000,Petrol,Dealer,Manual,1
2567,Mahindra XUV500,2015,351001,2686107.0,70000,Diesel,Individual,Manual,1
2568,Renault Duster,2013,201001,2461107.0,120000,Diesel,Individual,Manual,1
2569,Hyundai i20,2014,76001,2273607.0,23122,Petrol,Dealer,Manual,2
2570,Hyundai Santro,2007,-318999,1681107.0,58000,Petrol,Dealer,Manual,2
2571,Mahindra Bolero,2013,-73999,2048607.0,62200,Diesel,Dealer,Manual,1
2572,Audi A6,2014,1071001,3766107.0,34000,Diesel,Dealer,Automatic,2
2573,Fiat Avventura,2015,-48999,2086107.0,53000,Diesel,Individual,Manual,2
2574,Audi A8,2013,2401001,5761107.0,49000,Diesel,Dealer,Automatic,1
2575,Datsun RediGO,2017,-188999,1876107.0,15000,Petrol,Dealer,Manual,2
2576,Chevrolet Cruze,2012,-49999,2084607.0,44500,Diesel,Dealer,Manual,2
2577,Volkswagen Jetta,2013,51001,2236107.0,50000,Petrol,Individual,Manual,1
2578,Audi A4,2013,751001,3286107.0,53000,Diesel,Dealer,Automatic,1
2579,Honda Civic,2009,-188999,1876107.0,63500,Petrol,Dealer,Automatic,1
2580,Mercedes-Benz E-Class,2018,4101001,8311107.0,9800,Petrol,Dealer,Automatic,1
2581,Volkswagen Polo,2017,426001,2798607.0,13599,Petrol,Dealer,Automatic,1
2582,BMW X1,2017,2351001,5686107.0,13000,Diesel,Individual,Automatic,1
2583,Chevrolet Beat,2012,-238999,1801107.0,110000,Diesel,Individual,Manual,1
2584,Mahindra Scorpio,2014,151001,2386107.0,100000,Diesel,Individual,Manual,2
2585,Maruti Swift,2006,303999,1703607.0,110000,Petrol,Individual,Manual,3
2586,Toyota Innova,2014,326001,2648607.0,90000,Diesel,Individual,Manual,2
2587,Tata Tigor,2019,271001,2566107.0,17000,Petrol,Individual,Manual,1
2588,Maruti Alto,2008,-333999,1658607.0,140000,Petrol,Individual,Manual,1
2589,Mahindra Xylo,2015,101001,2311107.0,50000,Diesel,Individual,Manual,2
2590,Mahindra KUV,2017,201001,2461107.0,53000,Petrol,Individual,Manual,1
2591,Maruti Wagon,2017,-48999,2086107.0,70000,Petrol,Individual,Manual,2
2592,Chevrolet Beat,2012,-198999,1861107.0,70000,Diesel,Individual,Manual,2
2593,Hyundai Getz,2008,288999,1726107.0,154000,Diesel,Individual,Manual,3
2594,Hyundai EON,2012,-248999,1786107.0,80000,Petrol,Individual,Manual,1
2595,Maruti Zen,2003,-323999,1673607.0,110000,Diesel,Individual,Manual,2
2596,Honda Amaze,2013,-48999,2086107.0,90000,Diesel,Individual,Manual,2
2597,Toyota Innova,2018,1301001,4111107.0,15000,Diesel,Individual,Manual,1
2598,BMW X1,2011,491001,2896107.0,86000,Diesel,Individual,Automatic,2
2599,Mahindra Scorpio,2014,101001,2311107.0,120000,Diesel,Individual,Manual,1
2600,Hyundai Elite,2019,201001,2461107.0,5200,Petrol,Individual,Manual,1
2601,Chevrolet Beat,2010,-299999,1709607.0,60000,Petrol,Individual,Manual,2
2602,Hyundai i10,2011,-163999,1913607.0,46000,Petrol,Individual,Manual,1
2603,Tata Indigo,2006,-323999,1673607.0,40000,Petrol,Individual,Manual,2
2604,Honda City,2014,201001,2461107.0,90000,Diesel,Individual,Manual,2
2605,Hyundai Verna,2019,601001,3061107.0,25000,Diesel,Individual,Manual,2
2606,Hyundai Verna,2012,-8999,2146107.0,90000,Diesel,Individual,Manual,1
2607,Volkswagen Polo,2015,201001,2461107.0,70000,Diesel,Individual,Manual,1
2608,Hyundai i20,2017,201001,2461107.0,70000,Petrol,Individual,Manual,2
2609,Hyundai Elite,2019,331001,2656107.0,35000,Diesel,Individual,Manual,2
2610,Hyundai Grand,2017,51001,2236107.0,12700,Petrol,Individual,Automatic,1
2611,Maruti Ritz,2011,-148999,1936107.0,80000,Diesel,Individual,Manual,1
2612,Mahindra XUV500,2018,1001001,3661107.0,20000,Diesel,Individual,Manual,1
2613,Renault KWID,2018,-98999,2011107.0,20000,Petrol,Individual,Manual,1
2614,Ford EcoSport,2017,401001,2761107.0,19000,Petrol,Individual,Manual,1
2615,Fiat Grande,2009,-273999,1748607.0,95000,Diesel,Individual,Manual,2
2616,BMW X1,2019,2400001,5461107.0,9500,Diesel,Individual,Automatic,1
2617,Skoda Fabia,2012,100001,2011107.0,50000,Petrol,Individual,Manual,1
2618,Volkswagen Polo,2012,95001,2003607.0,90000,Diesel,Individual,Manual,1
2619,Ford Ecosport,2013,450001,2536107.0,45839,Petrol,Dealer,Manual,1
2620,Chevrolet Aveo,2010,1,1861107.0,74510,Petrol,Dealer,Manual,1
2621,Chevrolet Aveo,2009,-69999,1756107.0,87293,Petrol,Dealer,Manual,1
2622,Ford Figo,2012,50001,1936107.0,156040,Diesel,Dealer,Manual,1
2623,Ford Endeavour,2004,200001,2161107.0,93415,Diesel,Dealer,Manual,1
2624,Ford Aspire,2017,230001,2206107.0,101159,Petrol,Dealer,Manual,1
2625,Hyundai EON,2015,-29999,1816107.0,80000,Petrol,Individual,Manual,2
2626,Tata Tiago,2019,250001,2236107.0,12000,Petrol,Individual,Manual,1
2627,Maruti Swift,2013,150001,2086107.0,90000,Petrol,Individual,Manual,1
2628,Chevrolet Spark,2011,-69999,1756107.0,68519,Petrol,Dealer,Manual,1
2629,Chevrolet Beat,2012,-19999,1831107.0,55130,Diesel,Dealer,Manual,1
2630,Ford Ecosport,2014,275001,2273607.0,65239,Petrol,Dealer,Manual,1
2631,Volkswagen Polo,2015,270001,2266107.0,58182,Petrol,Dealer,Manual,1
2632,Ford Fiesta,2012,1,1861107.0,91245,Diesel,Dealer,Manual,1
2633,Mahindra XUV500,2013,450001,2536107.0,102989,Diesel,Dealer,Manual,1
2634,Honda City,2010,200001,2161107.0,50000,Petrol,Individual,Manual,1
2635,Maruti Zen,2000,-99999,1711107.0,120000,Petrol,Individual,Manual,1
2636,Maruti Swift,2014,210000,2176105.5,90000,Diesel,Individual,Manual,1
2637,Maruti Swift,2018,440001,2521107.0,25000,Diesel,Individual,Manual,1
2638,Maruti Wagon,2007,-39999,1801107.0,80000,Petrol,Individual,Manual,2
2639,Tata Indigo,2013,-17999,1834107.0,100000,Diesel,Individual,Manual,1
2640,Maruti Baleno,2018,550001,2686107.0,70000,Diesel,Individual,Manual,1
2641,Mahindra Jeep,2002,49999,1786107.0,50000,Diesel,Individual,Manual,3
2642,Maruti Alto,2008,-119999,1681107.0,100000,Petrol,Individual,Manual,2
2643,Maruti Celerio,2016,40001,1921107.0,90000,Diesel,Individual,Manual,3
2644,Maruti Esteem,2005,139999,1651107.0,60000,Petrol,Individual,Manual,3
2645,Maruti Alto,2007,129999,1666107.0,120000,Petrol,Individual,Manual,3
2646,Volkswagen Jetta,2008,85001,1988607.0,90000,Diesel,Individual,Automatic,2
2647,Maruti Swift,2015,150001,2086107.0,60000,Diesel,Individual,Manual,2
2648,Hyundai i20,2015,499001,2609607.0,30000,Diesel,Individual,Manual,2
2649,Ford Figo,2011,75001,1973607.0,108000,Diesel,Individual,Manual,2
2650,Hyundai i20,2012,150001,2086107.0,160000,Diesel,Individual,Manual,2
2651,Maruti Alto,2006,64999,1763607.0,90000,Petrol,Individual,Manual,3
2652,Mahindra Xylo,2010,125001,2048607.0,120000,Diesel,Individual,Manual,3
2653,Mahindra XUV500,2012,450001,2536107.0,102000,Diesel,Individual,Manual,2
2654,Mahindra Bolero,2009,100001,2011107.0,178000,Diesel,Individual,Manual,2
2655,Toyota Innova,2014,1000001,3361107.0,200000,Diesel,Individual,Manual,2
2656,Ford Fiesta,2012,250001,2236107.0,60000,Petrol,Dealer,Manual,1
2657,Tata Tiago,2019,225001,2198607.0,3000,Petrol,Individual,Manual,1
2658,Maruti Alto,2006,-49999,1786107.0,75118,Petrol,Individual,Manual,2
2659,Maruti Ritz,2013,90001,1996107.0,140000,Diesel,Individual,Manual,2
2660,Hyundai Xcent,2014,135001,2063607.0,60000,Petrol,Individual,Manual,2
2661,Chevrolet Optra,2006,79999,1741107.0,79000,Petrol,Dealer,Manual,3
2662,Ford Ikon,2005,-179999,1591107.0,25000,Petrol,Individual,Manual,2
2663,Hyundai Getz,2005,50001,1936107.0,70000,Petrol,Individual,Manual,1
2664,Hyundai Santro,2008,-79999,1741107.0,41723,Petrol,Individual,Manual,2
2665,Maruti SX4,2010,50001,1936107.0,70000,Petrol,Individual,Manual,1
2666,Tata Indigo,2012,20001,1891107.0,70000,Diesel,Individual,Manual,2
2667,Ford Ikon,2005,-138999,1652607.0,4637,Petrol,Individual,Manual,2
2668,Maruti Swift,2016,420001,2491107.0,70000,Diesel,Individual,Manual,1
2669,Maruti Swift,2014,225001,2198607.0,100000,Diesel,Individual,Manual,2
2670,Tata Indica,2009,-114999,1688607.0,120000,Diesel,Individual,Manual,2
2671,Maruti Swift,2015,70001,1966107.0,40000,Diesel,Individual,Manual,2
2672,Maruti Swift,2009,-19999,1831107.0,220000,Diesel,Individual,Manual,1
2673,Renault KWID,2018,100001,2011107.0,20000,Petrol,Individual,Manual,1
2674,Ford EcoSport,2017,600001,2761107.0,19000,Petrol,Individual,Manual,1
2675,Fiat Grande,2009,-74999,1748607.0,95000,Diesel,Individual,Manual,2
2676,Mahindra KUV,2017,250001,2236107.0,30000,Petrol,Individual,Manual,1
2677,Tata New,2012,250001,2236107.0,42655,Diesel,Individual,Manual,1
2678,Renault KWID,2017,50001,1936107.0,43000,Petrol,Individual,Manual,2
2679,Toyota Innova,2012,525001,2648607.0,70000,Diesel,Individual,Manual,1
2680,Hyundai i20,2010,50001,1936107.0,55000,Petrol,Individual,Manual,1
2681,Fiat Punto,2010,-100999,1709607.0,80000,Diesel,Individual,Manual,2
2682,Renault KWID,2017,150001,2086107.0,55000,Petrol,Individual,Manual,1
2683,Hyundai Xcent,2018,311001,2327607.0,70000,Petrol,Individual,Manual,1
2684,Maruti Ritz,2012,100001,2011107.0,80000,Diesel,Individual,Manual,1
2685,Audi Q5,2010,900001,3211107.0,110000,Petrol,Individual,Automatic,1
2686,Hyundai i10,2010,74999,1748607.0,60000,Petrol,Individual,Manual,3
2687,Tata Tiago,2018,300001,2311107.0,30000,Petrol,Individual,Manual,1
2688,Renault Duster,2013,185001,2138607.0,80000,Diesel,Individual,Manual,2
2689,Skoda Rapid,2012,150001,2086107.0,90000,Petrol,Individual,Manual,1
2690,Maruti 800,2003,-139999,1651107.0,50000,Petrol,Individual,Manual,1
2691,Hyundai Santro,2012,100001,2011107.0,50000,Petrol,Individual,Manual,1
2692,Hyundai i20,2012,200001,2161107.0,70000,Diesel,Individual,Manual,1
2693,Ford Ecosport,2014,350001,2386107.0,110000,Diesel,Individual,Manual,1
2694,Nissan Sunny,2012,100001,2011107.0,80000,Petrol,Individual,Manual,2
2695,Maruti Swift,2012,50001,1936107.0,156000,Diesel,Individual,Manual,1
2696,Toyota Innova,2012,600001,2761107.0,180000,Diesel,Individual,Manual,1
2697,Maruti Eeco,2018,100001,2011107.0,25000,Petrol,Individual,Manual,1
2698,Maruti Alto,2004,-119999,1681107.0,120000,Petrol,Individual,Manual,1
2699,Mahindra Scorpio,2020,1000001,3361107.0,11000,Diesel,Individual,Manual,1
2700,Renault KWID,2017,155001,2093607.0,40000,Petrol,Individual,Automatic,1
2701,Maruti Swift,2015,320001,2341107.0,50000,Diesel,Individual,Manual,1
2702,Hyundai Verna,2012,300001,2311107.0,26000,Diesel,Individual,Manual,1
2703,Maruti Alto,2008,-85000,1733605.5,30000,Petrol,Individual,Manual,1
2704,Toyota Fortuner,2014,1600001,4261107.0,50000,Diesel,Individual,Manual,1
2705,Mahindra TUV,2018,600001,2761107.0,20000,Diesel,Individual,Manual,1
2706,Maruti Alto,2008,-94999,1718607.0,30000,Petrol,Individual,Manual,2
2707,Maruti Alto,2011,-64999,1763607.0,78000,Petrol,Individual,Manual,1
2708,Maruti Wagon,2011,-29999,1816107.0,40000,Petrol,Individual,Manual,2
2709,Hyundai Verna,2014,350001,2386107.0,100000,Petrol,Individual,Manual,1
2710,Honda City,2009,50001,1936107.0,70000,Petrol,Individual,Manual,3
2711,Hyundai Elantra,2014,450001,2536107.0,30000,Diesel,Individual,Manual,2
2712,Honda City,2008,10001,1876107.0,77000,Petrol,Individual,Automatic,3
2713,Volkswagen Vento,2011,60001,1951107.0,150000,Diesel,Individual,Manual,1
2714,Maruti Swift,2016,550001,2686107.0,69000,Diesel,Individual,Manual,1
2715,Toyota Innova,2016,1150001,3586107.0,120000,Diesel,Individual,Automatic,1
2716,Maruti Ritz,2012,20001,1891107.0,120000,Diesel,Individual,Manual,2
2717,Hyundai Getz,2008,-89999,1726107.0,110000,Petrol,Individual,Manual,2
2718,Mahindra XUV500,2017,1030001,3406107.0,70000,Diesel,Individual,Automatic,1
2719,Mahindra Quanto,2013,20001,1891107.0,110000,Diesel,Individual,Manual,1
2720,Tata Indigo,2009,-69999,1756107.0,50000,Diesel,Individual,Manual,1
2721,Hyundai i20,2012,130001,2056107.0,44000,Petrol,Individual,Manual,1
2722,Honda City,2010,55000,1943605.5,90000,Petrol,Individual,Manual,2
2723,Hyundai Verna,2014,400001,2461107.0,50000,Petrol,Individual,Manual,2
2724,Hyundai i10,2012,10001,1876107.0,50000,Petrol,Individual,Manual,1
2725,Chevrolet Enjoy,2014,100001,2011107.0,146000,Diesel,Individual,Manual,1
2726,Tata Tiago,2018,226001,2200107.0,15000,Petrol,Individual,Automatic,1
2727,Maruti Alto,2015,65001,1958607.0,60000,Petrol,Individual,Manual,1
2728,Hyundai Xcent,2016,250001,2236107.0,35000,Petrol,Individual,Manual,2
2729,Hyundai Verna,2012,280001,2281107.0,80000,Diesel,Individual,Manual,1
2730,Tata Nano,2010,-159999,1621107.0,90000,Petrol,Individual,Manual,1
2731,Honda City,2011,195001,2153607.0,70000,Petrol,Individual,Manual,2
2732,Maruti Wagon,2013,30000,1906105.5,62000,Petrol,Individual,Manual,2
2733,Ford Ecosport,2018,675001,2873607.0,10000,Petrol,Individual,Automatic,1
2734,Maruti Eeco,2010,29999,1816107.0,80000,CNG,Individual,Manual,3
2735,Hyundai i20,2015,300001,2311107.0,35000,Petrol,Individual,Manual,2
2736,Renault Duster,2013,250001,2236107.0,1000,Diesel,Dealer,Manual,2
2737,Mercedes-Benz C-Class,2018,3600001,7261107.0,10000,Diesel,Dealer,Automatic,1
2738,Audi A4,2013,1380001,3931107.0,86000,Diesel,Dealer,Automatic,1
2739,BMW X5,2019,4750001,8986107.0,30000,Diesel,Dealer,Automatic,1
2740,Hyundai Creta,2016,335001,2363607.0,52600,Diesel,Individual,Manual,1
2741,Maruti SX4,2012,25001,1898607.0,110000,Petrol,Individual,Manual,2
2742,Hyundai Grand,2017,350001,2386107.0,19890,Petrol,Dealer,Automatic,1
2743,Maruti Swift,2016,470001,2566107.0,7104,Petrol,Dealer,Manual,1
2744,Maruti Ertiga,2015,425001,2498607.0,11918,Petrol,Dealer,Manual,1
2745,Hyundai Grand,2017,320001,2341107.0,10510,Petrol,Dealer,Automatic,1
2746,Chevrolet Beat,2016,39001,1919607.0,41000,Petrol,Dealer,Manual,1
2747,Toyota Fortuner,2017,2400001,5461107.0,47162,Diesel,Dealer,Automatic,1
2748,Maruti S-Cross,2015,550001,2686107.0,45974,Diesel,Dealer,Manual,1
2749,Hyundai i10,2012,30000,1906105.5,49824,Petrol,Dealer,Manual,1
2750,Audi A6,2013,1100001,3511107.0,58500,Diesel,Dealer,Automatic,1
2751,Hyundai Santro,2005,-119999,1681107.0,56580,Petrol,Dealer,Manual,1
2752,Skoda Laura,2012,185001,2138607.0,52000,Diesel,Dealer,Manual,1
2753,Hyundai Verna,2015,560001,2701107.0,55340,Petrol,Dealer,Manual,1
2754,Maruti Swift,2017,400001,2461107.0,46507,Diesel,Dealer,Manual,1
2755,Maruti Ignis,2019,250001,2236107.0,40000,Petrol,Individual,Manual,1
2756,Maruti Ignis,2019,250001,2236107.0,40000,Petrol,Individual,Manual,1
2757,Maruti Ertiga,2012,350001,2386107.0,120000,Diesel,Individual,Manual,3
2758,Tata Manza,2013,1,1861107.0,60000,Petrol,Individual,Manual,1
2759,Tata Indica,2008,-119999,1681107.0,90000,Petrol,Individual,Manual,2
2760,Tata New,2010,100001,2011107.0,250000,Diesel,Individual,Manual,2
2761,Ford Aspire,2019,475001,2573607.0,15000,Diesel,Individual,Manual,1
2762,Maruti Eeco,2017,60001,1951107.0,30000,Petrol,Individual,Manual,1
2763,Hyundai Grand,2019,300001,2311107.0,15000,Petrol,Individual,Manual,1
2764,Hyundai EON,2012,-49999,1786107.0,55766,Petrol,Individual,Manual,2
2765,Maruti Alto,2006,-99999,1711107.0,80000,Petrol,Individual,Manual,1
2766,Maruti Wagon,2001,-129999,1666107.0,117000,Petrol,Individual,Manual,2
2767,Maruti Alto,2004,-99999,1711107.0,70000,Petrol,Individual,Manual,1
2768,Toyota Innova,2012,530001,2656107.0,110000,Diesel,Individual,Manual,2
2769,Nissan Terrano,2016,325001,2348607.0,100000,Diesel,Individual,Manual,2
2770,Nissan Terrano,2016,325001,2348607.0,105000,Diesel,Individual,Manual,2
2771,Toyota Innova,2009,350001,2386107.0,182000,Diesel,Individual,Manual,3
2772,Toyota Corolla,2012,220001,2191107.0,95000,Diesel,Individual,Manual,2
2773,Honda Amaze,2015,300001,2311107.0,70000,Petrol,Individual,Manual,1
2774,Maruti Wagon,2009,-34999,1808607.0,76000,Petrol,Individual,Manual,2
2775,Hyundai Verna,2014,450001,2536107.0,70000,Diesel,Individual,Manual,2
2776,Chevrolet Beat,2013,-4999,1853607.0,46000,Diesel,Individual,Manual,1
2777,Maruti Zen,1999,-124999,1673607.0,70000,Petrol,Individual,Manual,1
2778,Hyundai Accent,2005,-99999,1711107.0,120000,Diesel,Individual,Manual,2
2779,Toyota Innova,2017,1570001,4216107.0,25000,Diesel,Individual,Manual,1
2780,Maruti Esteem,2006,-109999,1696107.0,90000,Petrol,Individual,Manual,1
2781,Hyundai Xcent,2016,315001,2333607.0,50000,Diesel,Individual,Manual,1
2782,Honda Jazz,2017,500001,2611107.0,24585,Diesel,Dealer,Manual,2
2783,Maruti Zen,2001,-137999,1654107.0,70000,Petrol,Individual,Manual,1
2784,Toyota Etios,2011,20001,1891107.0,110000,Diesel,Individual,Manual,3
2785,Hyundai Santro,2019,320001,2341107.0,10000,CNG,Individual,Manual,1
2786,Fiat Linea,2010,-29999,1816107.0,100000,Petrol,Individual,Manual,1
2787,Ford Figo,2011,-9999,1846107.0,110000,Diesel,Individual,Manual,2
2788,Ford Figo,2011,-49999,1786107.0,100000,Diesel,Individual,Manual,2
2789,Maruti Zen,2009,-74999,1748607.0,65000,Petrol,Individual,Manual,1
2790,Honda Amaze,2015,90001,1996107.0,40000,Diesel,Individual,Manual,3
2791,Maruti Celerio,2019,290001,2296107.0,13900,Petrol,Individual,Manual,1
2792,Tata Tigor,2017,235000,2213605.5,17563,Petrol,Individual,Manual,1
2793,Tata Zest,2016,180001,2131107.0,15000,Petrol,Individual,Manual,1
2794,Volkswagen Polo,2012,1,1861107.0,82000,Diesel,Individual,Manual,2
2795,Ford Figo,2016,295001,2303607.0,40000,Diesel,Individual,Manual,1
2796,Toyota Innova,2014,695000,2903605.5,173000,Diesel,Individual,Manual,3
